,Unnamed: 0,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment,lang
5745,3916,RT business: Ukrainian Prime Minister Denys Shmyhal urges Nestle to rethink the companys decision to continue some operations in Russia h ,Ukrainian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5746,3917,"RT Patbagley: What Huntsman says is worth reading. Be prepared for Putin to go even more murderous Not sure, though, that diplomacy ever ",Putin,-0.6018,0.129,0.228,0,0,0,0,0,0,-1,en
5747,3918,"RT andersostlund: Anybody who wonders what Russias plans for Ukraine are can look at present events. Russia is killing children, erasing ",Ukraine,-0.6597,0.0,0.18,Russia,0,0,0,0,0,-1,en
5748,3919,RT NormOrnstein: Adding to the memory hole: journalists who quote these GOPers criticizing Biden for not doing enough for Ukraine without ,Ukraine,-0.3612,0.0,0.111,0,0,0,0,0,0,-1,en
5749,3920,UKRINFORM ruSSia must be kicked out from all international organisations its simple as putin is a 21st century Ad https://t.co/q4Eb4FE1uq ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5750,3921,BlueBoxDave this is on the same level as Kamala trying to explain the war in Ukraine. ,Ukraine,-0.5994,0.0,0.206,0,0,0,0,0,0,-1,en
5751,3922,"RT MarisaKabas: An American farright state rep and accused domestic terrorist rescued 62 orphans from Ukraine, brought them to Poland, ",Ukraine,-0.6249,0.105,0.258,0,0,0,0,0,0,-1,en
5752,3923,"RT aroseblush: Its been difficult getting thru all the News on the Ukraine War, to post other important news. COVID is rampaging thr ",Ukraine,-0.6808,0.064,0.227,0,0,0,0,0,0,-1,en
5754,3925,"RT 3SOT3RIC: Funding Bioweapons is humanitarian Putin knows Burisma bribed you with 900,000, and Hunters involvement with Eastern ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5755,3926,RT BlakeAllen13: Chinese statemedia is openly reporting Russian war crimes in Ukraine now. If you want to see what direction the CCP thi ,Ukraine,-0.5574,0.05,0.149,Russian,Russia,0,0,0,0,-1,en
5756,3927,RoKhanna Let me dumb this down for you. Just like the US does not want to accept Ukraines demands to impose a no https://t.co/6jYrlr6uDr ,Ukraine,-0.7654,0.082,0.363,0,0,0,0,0,0,-1,en
5757,3928,RT Haquers: Biden flat out said that his Hunters laptop was Russian disinformation He lied on the debate stage and now everyone knows ,Russian,-0.3818,0.0,0.106,Russia,0,0,0,0,0,-1,en
5758,3929,RT JucelleReads: . Nestle Your refusal to suspend operations in russia equates to a cosign on russias invasion in Ukraine. This result i ,Ukraine,-0.3182,0.0,0.108,Russia,0,0,0,0,0,-1,en
5759,3930,"RT UAWeapons: Ukraine: A Russian T72B tank, which was destroyed by the Ukrainian army. As claimed, a StugnaP antitank guided missile w ",Ukraine,-0.4939,0.0,0.151,Ukrainian,Russian,Russia,0,0,0,-1,en
5760,3931,RT BlakeAllen13: Chinese statemedia is openly reporting Russian war crimes in Ukraine now. If you want to see what direction the CCP thi ,Ukraine,-0.5574,0.05,0.149,Russian,Russia,0,0,0,0,-1,en
5761,3932,nextatv Literally smashed Putins face ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5762,3933,naninizhoni fbfsubstack MazMHussain LibyaLiberty did Ukraine seek NATO membership prior to the invasion of Crimea ,Ukraine,0.0,0.0,0.0,NATO,0,0,0,0,0,-1,en
5763,3934,RT RnaudBertrand: Most fascinating thing about the Ukraine war is the sheer number of top strategic thinkers who warned for years that it ,Ukraine,-0.0276,0.223,0.194,0,0,0,0,0,0,-1,en
5764,3935,BBC News Ukraine war: Ben Wallace and Priti Patel targeted by hoax calls https://t.co/EuV4TmLE4q ,Ukraine,-0.7184,0.0,0.333,0,0,0,0,0,0,-1,en
5766,3937,RT AndreiSoldatov: Now its official Kommersant confirmed Gavrilov resigned (his detention is yet to be confirmed). Putin humiliated th ,Putin,-0.7096,0.0,0.301,0,0,0,0,0,0,-1,en
5767,3938,"RT TheDemocrats: Last night, Marjorie Taylor Greene said both sides are at fault for Russias invasion of Ukraine. When will Kevin McC ",Ukraine,-0.4019,0.0,0.114,Russia,0,0,0,0,0,-1,en
5768,3939,"RT guypbenson: We are canceling Russian athletes, musicians, etc. (including those who oppose Putins war) Yet Russias government hol ",Putin,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5769,3940,"dwnews DW doesnt have any other news, just the war in Ukraine ",Ukraine,-0.5994,0.0,0.262,0,0,0,0,0,0,-1,en
5770,3941,RT thebradfordfile: Perhaps its time for the media to ask Biden how his crack smoking son made millions in Ukraine. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5771,3942,"RT TristanSnell: If you voted against aid to Ukraine before the war and now claim to stand with Ukraine, you should sit back down. ",Ukraine,-0.5994,0.0,0.145,0,0,0,0,0,0,-1,en
5772,3943,RT TheRickyDavila: Russian state propaganda outlets are literally using clips of serial sexual predator white supremacist Madison Cawthorn ,Russian,-0.128,0.077,0.103,Russia,0,0,0,0,0,-1,en
5773,3944,RT IAPonomarenko: The mans name is Vasyl Shtefko of Ukraines 128th Mountain Infantry Brigade. Hes 55 and he volunteered to serve. https… ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5774,3945,RT BrandoGaskins: taxibistront AVindman Schwarzenegger YourAnonNews The dog barks because you kicked it. Putin is on all fours hiding ,Putin,-0.296,0.0,0.109,0,0,0,0,0,0,-1,en
5775,3946,"RT UAWeapons: Ukraine: The Russian army abandoned a Ural AS4350.1 medevac truck under uncertain circumstances. As a result, the vehicle ",Ukraine,-0.6369,0.0,0.245,Russian,Russia,0,0,0,0,-1,en
5776,3947,mdnij34 It just means that the removal of Putin is the purification ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5777,3948,"RT rafsanchez: Ive just come back from three weeks in Moscow. I spent a lot of that time in our bureau, where the TVs are tuned to Russia ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5779,3950,"China Invaded Tibet, Occupied South China Sea, Threatening To Destroy Taiwan, Putin Invades Ukraine, Killed Chechny https://t.co/43VkBx2tVV ",Putin,-0.9081,0.0,0.449,Ukraine,0,0,0,0,0,-1,en
5780,3951,"RT lisaliberal: Josh Hawley voted NO on sending aid to Ukraine. Now, hes questioning why Biden isnt sending enough military equipment. ",Ukraine,-0.516,0.0,0.186,0,0,0,0,0,0,-1,en
5781,3952,RT nextatv: Human Rights Watch urges Ukraine to stop publishing videos of Russian prisoners of war. The organization believes that vide ,Ukraine,-0.8555,0.0,0.343,Russian,Russia,0,0,0,0,-1,en
5782,3953,"RT maxseddon: Fiona Hill actually tried to get Arnold made the US ambassador to Russia during the Obama administration, thinking he was on ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5784,3955,If Zelensky appears to have died and returns I believe with all my heart he is the anti christ https://t.co/M4FnETn4vv ,Zelensky,-0.7096,0.0,0.258,0,0,0,0,0,0,-1,en
5785,3956,RT TomFitton: Breaking: NYTIMES report further implicates Joe Biden in Hunter Biden UkraineRussiaChiana scandal under DOJ criminal inves ,Ukraine,-0.743,0.0,0.283,Russia,0,0,0,0,0,-1,en
5786,3957,RT A13KCF: You guys know Zelensky is literally an actor right ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5787,3958,RT uawithTelya: Vogue 100 : 7 100 Years of Fashion: Ukraine https://t.co/GJbrz… ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5788,3959,RT CalltoActivism: BREAKING: Italy has volunteered to help Ukraine rebuild the Mariupol theater destroyed by Russia. ,Ukraine,-0.128,0.136,0.161,Russia,0,0,0,0,0,-1,en
5790,3961,JakeSherman Thatll show Putin once and for all ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5791,3962,"RT OccupyDemocrats: BREAKING: ExU.S. Ambassador to Ukraine Marie Yovanovitch, who was fired by Trump, accuses him of emboldening Putin ",Putin,-0.7184,0.0,0.261,Ukraine,0,0,0,0,0,-1,en
5792,3963,"RT OccupyDemocrats: BREAKING: Vitali Klitschko, the mayor of Kyiv, bluntly refutes Putins lies that Russia is only targeting military ta ",Putin,-0.4215,0.0,0.128,Kyiv,Russia,0,0,0,0,-1,en
5793,3964,RT rationalexpect1: manceraymond But we are not supporting Nazis in Ukraine. That is Russian propaganda. ,Ukraine,-0.6817,0.0,0.301,Russian,Russia,0,0,0,0,-1,en
5794,3965,RT realTuckFrumper: Russians are terrified Ukraine is receiving drones that could turn the tide of the war: GOP congressman https://t.co… ,Ukraine,-0.836,0.0,0.305,Russian,Russia,0,0,0,0,-1,en
5796,3967,"RT LTequila4: Ukraine gets 800,000,000 of your money. Congress just gave themselves a 21 pay raise with your money. You get 5 gas. ",Ukraine,-0.1027,0.0,0.065,0,0,0,0,0,0,-1,en
5797,3968,catturd2 Putin hates pedophiles as much as potus. Read new articles of Real Raw News I suggest you Do. ,Putin,-0.4404,0.0,0.146,0,0,0,0,0,0,-1,en
5798,3969,RT catalintenita: The toy bridge. Romanian border police and citizens have turned the pedestrian bridge linking Ukraine and Romania at ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5799,3970,RT lindyli: GOP Joni Ernst crying today in front of reporters after Zelenskys speech: It makes me wanna throw on my uniform and go help ,Zelensky,-0.1027,0.094,0.108,0,0,0,0,0,0,-1,en
5800,3971,Dozens of hacked Russian CCTV cameras display Putin is killing children: report https://t.co/44HHjQgaec ,Putin,-0.7964,0.0,0.392,Russian,Russia,0,0,0,0,-1,en
5801,3972,RT thebradfordfile: Perhaps its time for the media to ask Biden how his crack smoking son made millions in Ukraine. ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5803,3974,US Citizen Killed in Ukraine Identified As Jim Hill https://t.co/7IRhiyJMs1 ,Ukraine,-0.6705,0.0,0.333,0,0,0,0,0,0,-1,en
5804,3975,RT EroComfort: The war in Ukraine is the gravest immediate peril to international peace amp security for decades. Its global impact is alre ,Ukraine,-0.4588,0.18,0.271,0,0,0,0,0,0,-1,en
5805,3976,Zelensky to German Bundestag: What happened to never again https://t.co/lwjRF2gNik ,Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5806,3977,RT Daryl7tsskid: Ukraine: Drone footage shows destruction to Mariupol as Russian forces c... https://t.co/XHCxZMn3j5 via YouTube ,Ukraine,-0.5719,0.0,0.198,Russian,Russia,0,0,0,0,-1,en
5807,3978,"RT mmpadellan: What kind of shithole, tin pot, murderous dictator bombs a hospital clearly marked CHILDREN PUTIN IS A TERRORIST. ",Putin,-0.8374,0.099,0.352,0,0,0,0,0,0,-1,en
5808,3979,"RT GhostFaceDrizzy: We. Gave. Ukraine. 13.6. BILLION. In. Aid. but we have people struggling to pay for gas, rent, mortgage and or find ",Ukraine,-0.6486,0.0,0.202,0,0,0,0,0,0,-1,en
5809,3980,"RT OccupyDemocrats: BREAKING: Vitali Klitschko, the mayor of Kyiv, bluntly refutes Putins lies that Russia is only targeting military ta ",Putin,-0.4215,0.0,0.128,Kyiv,Russia,0,0,0,0,-1,en
5810,3981,US Citizen Killed in Ukraine Identified As Jim Hill https://t.co/ZPbUeBnnkW ,Ukraine,-0.6705,0.0,0.333,0,0,0,0,0,0,-1,en
5811,3982,RT funder: This is what happens when you ask Jen Psaki ridiculous questions on Ukraine https://t.co/72wQ7dviWi ,Ukraine,-0.3612,0.0,0.143,0,0,0,0,0,0,-1,en
5812,3983,LavenderNRed taosun Ukraine is just a pawn for the US and the EU ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5813,3984,RT AllieHBNews: Fridays TIMES: Ukraine takes fight to Putin TomorrowsPapersToday https://t.co/AQryk6GHU3 ,Putin,-0.3818,0.0,0.206,Ukraine,0,0,0,0,0,-1,en
5814,3985,RT benlewismedia: At the UkrainePoland border. Tired women and children leaving their country. Theyre being pestered by American preache ,Ukraine,-0.4404,0.0,0.139,0,0,0,0,0,0,-1,en
5815,3986,"Nestle earned 1.8 billion in revenue last year from Russia where it has six factories and over 7,000 employees https://t.co/oubPxIel6P ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5816,3987,RT SamRamani2: BREAKING: Volodymyr Zelensky urges Russia to be internationally recognized as a terrorist state ,Zelensky,-0.6908,0.0,0.266,Russia,0,0,0,0,0,-1,en
5817,3988,RT EndGameWW3: Ukraine conflict: Putin lays out his demands in Turkish phone call https://t.co/3PI5MfmpHr ,Putin,-0.3182,0.0,0.15,Ukraine,0,0,0,0,0,-1,en
5818,3989,Cernovich Putin is playing a strange game.. I think hes doing everything he can to minimise civilian casualties. https://t.co/BwHMWgGRRU ,Putin,0.0,0.097,0.097,0,0,0,0,0,0,-1,en
5819,3990,RT TruthSeeker59: Breaking news: Ukraine just took back 75 miles of their land from Russia. ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5820,3991,"Modis talks with Japan, Australia PMs to focus on Ukraine India News Times of India https://t.co/9xIgKbJTjp ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5821,3992,RT alsa3idy: POV of some western European mercenary taking cover after coming under fire somewhere in Ukraine. https://t.co/JSt7VxPms3 ,Ukraine,-0.34,0.0,0.124,0,0,0,0,0,0,-1,en
5823,3994,"RT svdate: This partys leader tried to extort Ukraine into smearing his political opponent, while holding 391 million in congressionally ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5824,3995,RT KaterynaKruk: There are Russians who oppose war and there are those who strongly support it and they are in majority. Should people b ,Russian,-0.0258,0.167,0.136,Russia,0,0,0,0,0,-1,en
5825,3996,RT RobRogers: My TinyviewComics cartoon published 31122. Cant NATO retroactively give Ukraine a NATO membership That might be the o ,Ukraine,0.0,0.0,0.0,NATO,0,0,0,0,0,-1,en
5826,3997,"RT cathfamilynews: BREAKING: Apostolic Nuncio Alerts U.S. Bishops to Upcoming Consecration of Russia and Ukraine, Says Pope Francis I ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5827,3998,"RT BeijingPalmer: guys, the shift on Ukraine has been visible in core Chinese media too and in propaganda instructions its not just a ",Ukraine,-0.25,0.0,0.087,0,0,0,0,0,0,-1,en
5828,3999,SeattleIndepen1 realGonzaloLira Im going to guess that Russia is close to taking Kiev. Once that happens the ba https://t.co/uw6gyukH0b ,Kiev,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5830,4001,"RT revrrlewis: Ive played over 1,000 hours of Civilization VI. Heres how Ukraine can defeat Russia. (147) ",Ukraine,-0.1531,0.118,0.147,Russia,0,0,0,0,0,-1,en
5831,4002,Putin aim in the Ukraine is to conquer the agricultural areas for wheat to get more control of the global wheat markets. ,Putin,0.0,0.0,0.0,Ukraine,0,0,0,0,0,-1,en
5833,4004,HunterBiden BidenIsAFailure BidenIsALaughingstock UKRAINE BidensWar CoverUp https://t.co/Ky0jhVzH7w ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5834,4005,RT PapiTrumpo: Meanwhile in Ukraine... https://t.co/oeNkKRta6F ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5835,4006,"StephenKing The hatred for Putin also grows, in more than equal measure. ",Putin,-0.6369,0.0,0.276,0,0,0,0,0,0,-1,en
5836,4007,RT AlexKhrebet: Victims of war after Russias invasion of Ukraine Author: Sergey Grechanyuk SGrechanyuk https://t.co/HDb5K07ONg ,Ukraine,-0.7351,0.0,0.323,Russia,0,0,0,0,0,-1,en
5837,4008,RT McFaul: Putins evil ways did not start three weeks ago. They started in 2000 when he became president amp have been building ever since. ,Putin,-0.6597,0.0,0.155,0,0,0,0,0,0,-1,en
5839,4010,Listen Ukraine Russian StopRussia https://t.co/b2IBO2dBgQ ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5841,4012,RT FlyoutChase: While Biden gave Ukraine 14 billion in 72 hours.this is quietly going on https://t.co/r8qd4LAXCs ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5842,4013,"RT EuromaidanPR: Confirmed: russian missile hit Lviv airport, more details later EMPR RussiaUkraineWar Ukraine ",Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1,en
5845,4016,"RT ClintEhrlich: For those saying the story is old: When I view content about the war in Ukraine, this is currently the top related sto ",Ukraine,-0.4767,0.065,0.141,0,0,0,0,0,0,-1,en
5846,4017,RT antifaoperative: America has Jen Psaki as their Press Secretary. Putin has Marjorie Taylor Greene. ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5847,4018,RT robreiner: Now that the world has unified in its condemnation of Vladimir Putin for invading a sovereign nation and murderering countle ,Putin,-0.296,0.102,0.15,0,0,0,0,0,0,-1,en
5848,4019,"RT DmytroKuleba: As Russia commits more and more barbaric atrocities in Ukraine, it must be expelled from all civilized organizations and ",Ukraine,-0.2263,0.05,0.09,Russia,0,0,0,0,0,-1,en
5849,4020,"One of Putins MANY excuses for rolling up Ukraine was about NATO, he didnt want NATO encroaching or being anyw https://t.co/YRB17gDKFh ",Putin,-0.0572,0.0,0.058,Ukraine,NATO,0,0,0,0,-1,en
5850,4021,Ups.... Putin https://t.co/i0falv3N7B ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5851,4022,RT RussianEmbassy: President Putin: Illegitimate freezing of some of the currency reserves of the Bank of Russia marks the end of reliabi ,Putin,-0.1027,0.0,0.062,Russian,Russia,0,0,0,0,-1,en
5853,4024,RT realDaveReilly: New Putin just dropped: https://t.co/jfqGAl4LzJ ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5854,4025,"RT mommamia1217: Putin sanctioned Joe Biden, his family, select former presidents, their families and other government officials BUT NOT ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5855,4026,GeorgeGammon This means the war is over. Ceasefire between Ukraine and Russia. ,Ukraine,-0.5994,0.0,0.262,Russia,0,0,0,0,0,-1,en
5856,4027,marceist KaanMurathan2 McFaul Cmon. Its not for Joe Biden or Putin to say that. Its for the millions of people https://t.co/dMZmaNpIio ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1,en
5857,4028,RT travisakers: CEO of Nestle Mark Schneider says the company will not exit Russian markets or suspend business with the Putin regime. T ,Putin,-0.3182,0.0,0.099,Russian,Russia,0,0,0,0,-1,en
5858,4029,"RT LatestAnonPress: Nestle remains in Russia, paying taxes to the Russian government, giving Putin money to kill civilians and children i ",Putin,-0.5106,0.096,0.187,Russian,Russia,0,0,0,0,-1,en
5859,4030,RT AviationIntel: Japan spotted loadedup Russian amphibious warships that may be headed to Ukraine: https://t.co/xA1B5XqM7O ,Ukraine,-0.128,0.0,0.097,Russian,Russia,0,0,0,0,-1,en
5860,4031,RT UAWeapons: Ukraine: This is what awaits every abandoned Russian vehicle Ukrainian locals procured everything of value from two Rus ,Ukraine,-0.0772,0.156,0.127,Ukrainian,Russian,Russia,0,0,0,-1,en
5861,4032,Ukraine Russia and Ukraine Ukraine https://t.co/puTr9Iqn4y ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1,en
5863,4034,RT DefenceU: MARIUPOL Thousands killed by russian invaders 90 of the city was destroyed by putins soldiers shelling it. rus ,Putin,-0.8271,0.0,0.3,Russian,Russia,0,0,0,0,-1,en
5864,4035,Ingraham torches media for being afraid to answer serious questions on Ukraine 123INFO https://t.co/wQ9ZVXyiOy ,Ukraine,-0.0772,0.0,0.091,0,0,0,0,0,0,-1,en
5865,4036,RT AndreiSoldatov: Now its official Kommersant confirmed Gavrilov resigned (his detention is yet to be confirmed). Putin humiliated th ,Putin,-0.7096,0.0,0.301,0,0,0,0,0,0,-1,en
5867,4038,RT McFaul: Putin does not have a big enough army nor a good enough idea to occupy all of Ukraine. Putin will lose this war. The only quest ,Putin,-0.8668,0.0,0.297,Ukraine,0,0,0,0,0,-1,en
5868,4039,RT rexzane1: Matt Gaetz should be less worried about Ukraine conspiracy theories and more worried about his own impending trial. ,Ukraine,-0.7363,0.0,0.298,0,0,0,0,0,0,-1,en
